산업분류코드,행정구역,산업분류명,총사업체수,총종사자수,남자종사자수,여자종사자수,개인사업체수,개인종사자수,회사법인사업체수,회사법인종사자수,회사법인외사업체수,회사법인외종사자수,비법인단체사업체수,비법인단체종사자수,단독사업체사업체수,단독사업체종사자수,공장지사사업체수,공장지사종사자수,공장본점사업체수,공장본점종사자수,사업체수1_4,종사자수1_4,사업체수5_9,종사자수5_9,사업체수10_19,종사자수10_19,사업체수20_49,종사자수20_49,사업체수50_99,종사자수50_99,사업체수100_299,종사자수100_299,사업체수300_499,종사자수300_499,사업체수500_999,종사자수500_999,사업체수1000이상,종사자수100이상,자영업자종사자수,무급가족종사자수,상용근로자수,임시일용근로자수,기타종사자수,대표자남자사업체수,대표자남자종사자수,대표자여자사업체수,대표자여자종사자수,대표자사업체수20세미만,대표자종사자수20세미만,대표자사업체수20_29세,대표자종사자수20세_29세,대표자사업체수30_39세,대표자종사자수30세_39세,대표자사업체수40_49세,대표자종사자수40세_49세,대표자사업체수50_59세,대표자종사자수50세_59세,대표자사업체수60세이상,대표자종사자수60세이상
0000000C21,전국,의료용 물질 및 의약품 제조업,1547,63092,37781,25311,394,2311,1132,60447,21,334,0,0,986,14748,345,30923,216,17421,582,1124,234,1537,218,3003,221,7076,130,9229,129,21271,26,9781,5,3240,2,X,408,18,61616,942,108,1330,59997,217,3095,0,0,13,39,110,1012,366,9182,620,28058,438,24801
0000000C211,전국,기초 의약 물질 및 생물학적 제제 제조업,266,12478,8546,3932,28,39,230,12202,8,237,0,0,131,2015,86,6881,49,3582,100,180,34,222,30,416,38,1252,30,2108,24,3872,9,3625,1,X,0,0,28,0,12305,138,7,246,12268,20,210,0,0,1,X,14,75,48,890,124,6809,79,4703
0000000C2110,전국,기초 의약 물질 및 생물학적 제제 제조업,266,12478,8546,3932,28,39,230,12202,8,237,0,0,131,2015,86,6881,49,3582,100,180,34,222,30,416,38,1252,30,2108,24,3872,9,3625,1,X,0,0,28,0,12305,138,7,246,12268,20,210,0,0,1,X,14,75,48,890,124,6809,79,4703
0000000C21101,전국,의약용 화합물 및 항생물질 제조업,180,10442,7498,2944,13,24,162,10186,5,232,0,0,76,1810,68,5930,36,2702,42,80,19,127,28,395,35,1145,28,1981,20,3254,7,2657,1,X,0,0,13,0,10303,121,5,172,10275,8,167,0,0,1,X,7,62,31,837,85,5497,56,4045
0000000C21102,전국,생물학적 제제 제조업,86,2036,1048,988,15,15,68,2016,3,5,0,0,55,205,18,951,13,880,58,100,15,95,2,X,3,107,2,X,4,618,2,X,0,0,0,0,15,0,2002,17,2,74,1993,12,43,0,0,0,0,7,13,17,53,39,1312,23,658
0000000C212,전국,의약품 제조업,698,44002,25685,18317,186,1526,502,42411,10,65,0,0,390,9170,197,22619,111,12213,191,367,88,587,92,1247,122,3957,84,6021,98,16399,17,6156,4,2437,2,X,191,6,43189,520,96,609,41839,89,2163,0,0,5,18,45,597,176,7044,269,18555,203,17788
0000000C2121,전국,완제 의약품 제조업,345,38627,22663,15964,12,85,332,38541,1,X,0,0,100,6284,170,21775,75,10568,39,65,27,180,34,463,65,2197,64,4582,93,15716,17,6156,4,2437,2,X,12,0,38201,358,56,319,36975,26,1652,0,0,3,16,10,226,77,6056,147,16025,108,16304
0000000C21210,전국,완제 의약품 제조업,345,38627,22663,15964,12,85,332,38541,1,X,0,0,100,6284,170,21775,75,10568,39,65,27,180,34,463,65,2197,64,4582,93,15716,17,6156,4,2437,2,X,12,0,38201,358,56,319,36975,26,1652,0,0,3,16,10,226,77,6056,147,16025,108,16304
0000000C2122,전국,한의약품 제조업,270,3518,1796,1722,167,1427,94,2027,9,64,0,0,236,2116,15,583,19,819,127,249,52,347,44,599,30,909,14,1011,3,403,0,0,0,0,0,0,171,6,3209,129,3,223,3221,47,297,0,0,2,X,25,175,81,837,91,1774,71,730
0000000C21220,전국,한의약품 제조업,270,3518,1796,1722,167,1427,94,2027,9,64,0,0,236,2116,15,583,19,819,127,249,52,347,44,599,30,909,14,1011,3,403,0,0,0,0,0,0,171,6,3209,129,3,223,3221,47,297,0,0,2,X,25,175,81,837,91,1774,71,730
0000000C2123,전국,동물용 의약품 제조업,83,1857,1226,631,7,14,76,1843,0,0,0,0,54,770,12,261,17,826,25,53,9,60,14,185,27,851,6,428,2,X,0,0,0,0,0,0,8,0,1779,33,37,67,1643,16,214,0,0,0,0,10,196,18,151,31,756,24,754
0000000C21230,전국,동물용 의약품 제조업,83,1857,1226,631,7,14,76,1843,0,0,0,0,54,770,12,261,17,826,25,53,9,60,14,185,27,851,6,428,2,X,0,0,0,0,0,0,8,0,1779,33,37,67,1643,16,214,0,0,0,0,10,196,18,151,31,756,24,754
0000000C213,전국,의료용품 및 기타 의약 관련제품 제조업,583,6612,3550,3062,180,746,400,5834,3,32,0,0,465,3563,62,1423,56,1626,291,577,112,728,96,1340,61,1867,16,1100,7,1000,0,0,0,0,0,0,189,12,6122,284,5,475,5890,108,722,0,0,7,20,51,340,142,1248,227,2694,156,2310
0000000C2130,전국,의료용품 및 기타 의약 관련제품 제조업,583,6612,3550,3062,180,746,400,5834,3,32,0,0,465,3563,62,1423,56,1626,291,577,112,728,96,1340,61,1867,16,1100,7,1000,0,0,0,0,0,0,189,12,6122,284,5,475,5890,108,722,0,0,7,20,51,340,142,1248,227,2694,156,2310
0000000C21300,전국,의료용품 및 기타 의약 관련제품 제조업,583,6612,3550,3062,180,746,400,5834,3,32,0,0,465,3563,62,1423,56,1626,291,577,112,728,96,1340,61,1867,16,1100,7,1000,0,0,0,0,0,0,189,12,6122,284,5,475,5890,108,722,0,0,7,20,51,340,142,1248,227,2694,156,2310
0000000C22,전국,고무 및 플라스틱제품 제조업,28588,276552,200988,75564,16896,67194,11617,207859,75,1499,0,0,26141,181505,1352,45717,1095,49330,16256,31427,5635,36289,3660,48457,2303,68301,482,33151,220,34338,15,5570,10,6561,7,12458,17407,1073,246450,10659,963,22684,244797,5904,31755,5,5,538,1638,2323,11939,6203,44621,10763,117466,8756,100883
0000000C221,전국,고무제품 제조업,3886,48454,37602,10852,2622,10165,1261,38240,3,49,0,0,3596,24692,148,11389,142,12373,2350,4240,678,4379,452,6014,298,8781,61,4081,34,5538,2,X,5,3202,6,11442,2679,137,44066,1092,480,2906,44152,980,4302,0,0,64,183,333,1790,756,5158,1426,26041,1307,15282
0000000C2211,전국,고무 타이어 및 튜브 생산업,114,14830,14265,565,47,122,67,14708,0,0,0,0,90,1139,14,8262,10,5429,68,112,11,75,4,61,9,286,6,412,8,1603,1,X,1,X,6,11442,47,1,14685,94,3,100,14477,14,353,0,0,2,X,7,8,11,39,60,14107,34,674
0000000C22111,전국,타이어 및 튜브 제조업,78,14505,13973,532,29,74,49,14431,0,0,0,0,58,986,11,8169,9,5350,41,68,8,53,3,46,6,209,4,245,8,1603,1,X,1,X,6,11442,29,0,14386,87,3,69,14174,9,331,0,0,2,X,4,4,9,37,40,13949,23,513
0000000C22112,전국,타이어 재생업,36,325,292,33,18,48,18,277,0,0,0,0,32,153,3,93,1,X,27,44,3,22,1,X,3,77,2,X,0,0,0,0,0,0,0,0,18,1,299,7,0,31,303,5,22,0,0,0,0,3,4,2,X,20,158,11,161
0000000C2219,전국,기타 고무제품 제조업,3772,33624,23337,10287,2575,10043,1194,23532,3,49,0,0,3506,23553,134,3127,132,6944,2282,4128,667,4304,448,5953,289,8495,55,3669,26,3935,1,X,4,2702,0,0,2632,136,29381,998,477,2806,29675,966,3949,0,0,62,181,326,1782,745,5119,1366,11934,1273,14608
0000000C22191,전국,고무 패킹류 제조업,1241,11725,7689,4036,898,4100,342,7585,1,X,0,0,1171,8870,30,1037,40,1818,702,1362,227,1480,167,2173,116,3500,18,1212,10,1354,0,0,1,X,0,0,919,57,10397,342,10,963,10346,278,1379,0,0,18,62,88,522,229,1969,465,4923,441,4249
0000000C22192,전국,산업용 그 외 비경화 고무제품 제조업,1047,14201,10721,3480,614,2968,433,11233,0,0,0,0,943,8791,48,1151,56,4259,533,1067,220,1421,142,1932,108,3212,25,1626,15,2447,1,X,3,2058,0,0,629,32,12736,343,461,886,13105,161,1096,0,0,13,63,64,657,188,1576,369,4152,413,7753
0000000C22193,전국,고무 의류 및 기타 위생용 비경화 고무제품 제조업,162,1191,620,571,91,288,70,901,1,X,0,0,142,791,13,246,7,154,107,176,21,133,18,236,12,370,4,276,0,0,0,0,0,0,0,0,94,7,1045,45,0,117,1008,45,183,0,0,7,12,19,83,27,98,65,536,44,462
0000000C22199,전국,그 외 기타 고무제품 제조업,1322,6507,4307,2200,972,2687,349,3813,1,X,0,0,1250,5101,43,693,29,713,940,1523,199,1270,121,1612,53,1413,8,555,1,X,0,0,0,0,0,0,990,40,5203,268,6,840,5216,482,1291,0,0,24,44,155,520,301,1476,467,2323,375,2144
0000000C222,전국,플라스틱 제품 제조업,24702,228098,163386,64712,14274,57029,10356,169619,72,1450,0,0,22545,156813,1204,34328,953,36957,13906,27187,4957,31910,3208,42443,2005,59520,421,29070,186,28800,13,4793,5,3359,1,X,14728,936,202384,9567,483,19778,200645,4924,27453,5,5,474,1455,1990,10149,5447,39463,9337,91425,7449,85601
0000000C2221,전국,1차 플라스틱제품 제조업,3867,45591,36846,8745,1748,7680,2112,37814,7,97,0,0,3399,27944,259,9298,209,8349,1838,3672,785,5113,695,9268,409,12158,91,6194,42,6255,6,2188,1,X,0,0,1805,97,42301,1312,76,3189,41224,678,4367,0,0,50,215,278,1842,864,6868,1435,18364,1240,18302
0000000C22211,전국,"플라스틱 선, 봉, 관 및 호스 제조업",1266,12867,10027,2840,622,2683,641,10155,3,29,0,0,1127,8130,70,1728,69,3009,641,1353,260,1693,221,2919,112,3381,19,1263,12,1947,1,X,0,0,0,0,643,49,11455,691,29,1009,11160,257,1707,0,0,13,54,102,690,257,2150,463,4283,431,5690
0000000C22212,전국,플라스틱 필름 제조업,1824,23514,19340,4174,771,3411,1049,20035,4,68,0,0,1578,13806,145,5710,101,3998,831,1598,373,2414,335,4466,206,6160,53,3682,22,3302,3,1149,1,X,0,0,794,35,22248,412,25,1546,21736,278,1778,0,0,23,104,114,719,447,3220,680,9828,560,9643
0000000C22213,전국,플라스틱 시트 및 판 제조업,607,7604,6150,1454,265,1288,342,6316,0,0,0,0,542,5112,40,1661,25,831,259,532,122,813,124,1672,81,2299,14,942,5,618,2,X,0,0,0,0,274,11,7124,173,22,504,6899,103,705,0,0,12,55,53,393,127,1166,226,3572,189,2418
0000000C22214,전국,플라스틱 합성피혁 제조업,170,1606,1329,277,90,298,80,1308,0,0,0,0,152,896,4,199,14,511,107,189,30,193,15,211,10,318,5,307,3,388,0,0,0,0,0,0,94,2,1474,36,0,130,1429,40,177,0,0,2,X,9,40,33,332,66,681,60,551
0000000C2222,전국,건축용 플라스틱제품 제조업,3406,24053,18937,5116,1943,6559,1460,17489,3,5,0,0,3098,16560,174,3677,134,3816,2055,4032,718,4541,388,5086,208,5975,25,1769,11,1986,0,0,1,X,0,0,2001,129,20548,1321,54,2671,20389,735,3664,0,0,65,222,269,1092,802,4793,1385,9568,885,8378
0000000C22221,전국,벽 및 바닥 피복용 플라스틱 제품 제조업,227,3883,3145,738,76,271,151,3612,0,0,0,0,179,1153,33,1715,15,1015,128,261,40,245,26,337,19,611,5,372,8,1393,0,0,1,X,0,0,77,6,3737,59,4,192,3735,35,148,0,0,2,X,13,93,47,439,95,1298,70,2045
0000000C22222,전국,설치용 및 위생용 플라스틱제품 제조업,772,5606,4113,1493,410,1478,360,4124,2,X,0,0,699,4171,34,537,39,898,445,851,165,1052,95,1261,60,1750,5,344,2,X,0,0,0,0,0,0,421,18,4759,369,39,576,4486,196,1120,0,0,14,43,48,170,150,1240,311,1959,249,2194
0000000C22223,전국,플라스틱 창호 제조업,1802,10925,8872,2053,1114,3663,687,7261,1,X,0,0,1667,8354,77,1147,58,1424,1113,2159,384,2423,198,2608,93,2614,13,876,1,X,0,0,0,0,0,0,1154,80,8964,726,1,1422,9117,380,1808,0,0,38,128,150,623,501,2600,736,4766,377,2808
0000000C22229,전국,기타 건축용 플라스틱 조립제품 제조업,605,3639,2807,832,343,1147,262,2492,0,0,0,0,553,2882,30,278,22,479,369,761,129,821,69,880,36,1000,2,X,0,0,0,0,0,0,0,0,349,25,3088,167,10,481,3051,124,588,0,0,11,43,58,206,104,514,243,1545,189,1331
0000000C2223,전국,포장용 플라스틱제품 제조업,5722,47301,30461,16840,3711,15028,1981,31401,30,872,0,0,5344,35770,228,5622,150,5909,3301,6509,1208,7825,696,9153,398,11798,90,6094,27,4293,0,0,1,X,1,X,3823,314,40704,2324,136,4548,40599,1174,6702,0,0,97,305,455,2147,1149,8018,2144,19663,1877,17168
0000000C22231,전국,"플라스틱 포대, 봉투 및 유사제품 제조업",2084,12980,9296,3684,1508,5285,549,6884,27,811,0,0,1980,10587,63,1449,41,944,1325,2595,408,2610,213,2767,114,3246,21,1395,3,367,0,0,0,0,0,0,1541,181,10809,412,37,1689,11067,395,1913,0,0,36,98,179,747,394,2194,772,4978,703,4963
0000000C22232,전국,포장용 플라스틱 성형용기 제조업,3638,34321,21165,13156,2203,9743,1432,24517,3,61,0,0,3364,25183,165,4173,109,4965,1976,3914,800,5215,483,6386,284,8552,69,4699,24,3926,0,0,1,X,1,X,2282,133,29895,1912,99,2859,29532,779,4789,0,0,61,207,276,1400,755,5824,1372,14685,1174,12205
0000000C2224,전국,기계장비 조립용 플라스틱제품 제조업,4582,58705,39420,19285,2773,13824,1795,44665,14,216,0,0,4166,38455,222,8983,194,11267,2357,4841,906,5856,609,8116,486,14942,141,9906,75,11830,7,2605,1,X,0,0,2862,164,53097,2411,171,3718,53198,864,5507,0,0,62,263,298,2159,936,9811,1826,22799,1460,23673
0000000C22241,전국,운송장비 조립용 플라스틱제품 제조업,2098,38163,25694,12469,1165,7207,927,30883,6,73,0,0,1852,23207,141,7295,105,7661,892,1853,406,2619,310,4204,322,10100,105,7424,55,8749,7,2605,1,X,0,0,1209,77,35072,1647,158,1722,34998,376,3165,0,0,30,180,130,1174,412,5839,808,14196,718,16774
0000000C22249,전국,기타 기계ㆍ장비 조립용 플라스틱제품 제조업,2484,20542,13726,6816,1608,6617,868,13782,8,143,0,0,2314,15248,81,1688,89,3606,1465,2988,500,3237,299,3912,164,4842,36,2482,20,3081,0,0,0,0,0,0,1653,87,18025,764,13,1996,18200,488,2342,0,0,32,83,168,985,524,3972,1018,8603,742,6899
0000000C2225,전국,플라스틱 발포 성형제품 제조업,1517,15566,11979,3587,720,3171,795,12360,2,X,0,0,1342,11188,88,1741,87,2637,692,1425,343,2242,258,3459,195,5611,20,1428,9,1401,0,0,0,0,0,0,748,33,14406,366,13,1249,13730,268,1836,0,0,20,74,117,766,312,2837,552,5621,516,6268
0000000C22251,전국,폴리스티렌 발포 성형제품 제조업,801,9180,7063,2117,363,1758,436,7387,2,X,0,0,703,6898,46,854,52,1428,332,675,170,1101,150,2023,134,3927,11,776,4,678,0,0,0,0,0,0,377,14,8604,183,2,648,8133,153,1047,0,0,9,45,48,367,172,1843,289,2898,283,4027
0000000C22259,전국,기타 플라스틱 발포 성형제품 제조업,716,6386,4916,1470,357,1413,359,4973,0,0,0,0,639,4290,42,887,35,1209,360,750,173,1141,108,1436,61,1684,9,652,5,723,0,0,0,0,0,0,371,19,5802,183,11,601,5597,115,789,0,0,11,29,69,399,140,994,263,2723,233,2241
0000000C2229,전국,기타 플라스틱 제품 제조업,5608,36882,25743,11139,3379,10767,2213,25890,16,225,0,0,5196,26896,233,5007,179,4979,3663,6708,997,6333,562,7361,309,9036,54,3679,22,3035,0,0,1,X,0,0,3489,199,31328,1833,33,4403,31505,1205,5377,5,5,180,376,573,2143,1384,7136,1995,15410,1471,11812
0000000C22291,전국,플라스틱 접착처리 제품 제조업,924,10054,7693,2361,413,1373,510,8656,1,X,0,0,811,5744,67,2431,46,1879,490,979,194,1253,110,1425,97,2813,24,1683,8,1171,0,0,1,X,0,0,436,21,9271,314,12,770,9084,154,970,3,3,18,29,67,518,241,1767,368,4427,227,3310
0000000C22292,전국,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",588,6902,4902,2000,279,1427,309,5475,0,0,0,0,514,4477,40,889,34,1536,258,533,125,811,114,1488,67,1922,16,1054,8,1094,0,0,0,0,0,0,291,17,6406,183,5,499,6289,89,613,0,0,11,24,35,170,147,1324,252,3336,143,2048
0000000C22299,전국,그 외 기타 플라스틱 제품 제조업,4096,19926,13148,6778,2687,7967,1394,11759,15,200,0,0,3871,16675,126,1687,99,1564,2915,5196,678,4269,338,4448,145,4301,14,942,6,770,0,0,0,0,0,0,2762,161,15651,1336,16,3134,16132,962,3794,2,X,151,323,471,1455,996,4045,1375,7647,1101,6454
0000000C23,전국,비금속 광물제품 제조업,14202,117572,98605,18967,7886,19583,6271,97749,43,238,2,X,12670,76326,963,26226,569,15020,8950,15191,2248,14642,1737,23306,956,27612,207,14143,88,13362,13,5540,2,X,1,X,8075,694,97093,4819,6891,10890,103115,3312,14457,1,X,311,720,1177,4723,2949,17400,5160,51687,4604,43039
0000000C231,전국,유리 및 유리제품 제조업,2332,27013,22018,4995,1431,4483,897,22514,4,16,0,0,2154,19094,101,4933,77,2986,1411,2571,403,2598,280,3622,165,4890,37,2512,27,4434,6,2610,2,X,1,X,1469,92,24418,1025,9,1861,24578,471,2435,0,0,61,157,220,791,494,3620,886,13891,671,8554
0000000C2311,전국,판유리 및 판유리 가공품 제조업,1357,12862,10459,2403,825,2777,532,10085,0,0,0,0,1259,9314,56,2338,42,1210,747,1449,266,1730,208,2726,112,3261,14,880,6,947,3,1323,1,X,0,0,849,65,11331,608,9,1117,11331,240,1531,0,0,20,85,117,579,292,2631,549,5714,379,3853
0000000C23111,전국,판유리 제조업,75,1190,1046,144,38,141,37,1049,0,0,0,0,70,464,5,726,0,0,36,77,15,105,18,232,4,129,0,0,1,X,1,X,0,0,0,0,39,4,1107,40,0,63,1132,12,58,0,0,2,X,11,73,20,113,32,915,10,75
0000000C23112,전국,안전유리 제조업,370,4739,3991,748,169,637,201,4102,0,0,0,0,322,2935,25,1111,23,693,174,356,66,437,69,949,48,1398,9,566,3,487,0,0,1,X,0,0,174,8,4328,220,9,300,4187,70,552,0,0,5,26,22,62,80,756,149,1947,114,1948
0000000C23119,전국,기타 판유리 가공품 제조업,912,6933,5422,1511,618,1999,294,4934,0,0,0,0,867,5915,26,501,19,517,537,1016,185,1188,121,1545,60,1734,5,314,2,X,2,X,0,0,0,0,636,53,5896,348,0,754,6012,158,921,0,0,13,45,84,444,192,1762,368,2852,255,1830
0000000C2312,전국,산업용 유리 제조업,445,9857,8552,1305,211,735,233,9119,1,X,0,0,393,7031,31,1477,21,1349,263,500,69,439,45,566,38,1114,14,961,12,2212,2,X,1,X,1,X,217,4,9501,135,0,374,9455,71,402,0,0,11,31,28,86,81,458,169,6204,156,3078
0000000C23121,전국,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",180,3126,2658,468,70,363,110,2763,0,0,0,0,153,1387,15,909,12,830,90,185,31,202,19,263,26,752,9,641,4,700,1,X,0,0,0,0,71,2,2988,65,0,146,2886,34,240,0,0,2,X,9,26,33,157,70,1235,66,1705
0000000C23122,전국,디스플레이 장치용 유리 제조업,102,5838,5165,673,35,106,67,5732,0,0,0,0,84,4868,11,459,7,511,44,84,18,108,16,180,10,307,4,242,7,1235,1,X,1,X,1,X,38,0,5749,51,0,92,5743,10,95,0,0,2,X,4,15,17,142,48,4803,31,865
0000000C23129,전국,기타 산업용 유리제품 제조업,163,893,729,164,106,266,56,624,1,X,0,0,156,776,5,109,2,X,129,231,20,129,10,123,2,X,1,X,1,X,0,0,0,0,0,0,108,2,764,19,0,136,826,27,67,0,0,7,15,15,45,31,159,51,166,59,508
0000000C2319,전국,기타 유리제품 제조업,530,4294,3007,1287,395,971,132,3310,3,13,0,0,502,2749,14,1118,14,427,401,622,68,429,27,330,15,515,9,671,9,1275,1,X,0,0,0,0,403,23,3586,282,0,370,3792,160,502,0,0,30,41,75,126,121,531,168,1973,136,1623
0000000C23191,전국,가정용 유리제품 제조업,217,792,623,169,174,423,43,369,0,0,0,0,212,595,3,188,2,X,179,273,27,175,8,97,1,X,1,X,1,X,0,0,0,0,0,0,178,9,552,53,0,157,629,60,163,0,0,8,13,39,60,51,141,62,238,57,340
0000000C23192,전국,포장용 유리용기 제조업,127,3116,2152,964,54,246,72,2869,1,X,0,0,107,1792,10,928,10,396,55,103,27,170,14,177,14,495,8,621,8,1098,1,X,0,0,0,0,56,2,2854,204,0,92,2875,35,241,0,0,2,X,8,30,23,292,54,1599,40,1190
0000000C23199,전국,그 외 기타 유리제품 제조업,186,386,232,154,167,302,17,72,2,X,0,0,183,362,1,X,2,X,167,246,14,84,5,56,0,0,0,0,0,0,0,0,0,0,0,0,169,12,180,25,0,121,288,65,98,0,0,20,23,28,36,47,98,52,136,39,93
0000000C232,전국,"내화, 비내화 요업제품 제조업",3564,15112,10755,4357,2873,5082,661,9845,29,184,1,X,3394,9273,86,2513,84,3326,3068,4289,250,1557,114,1478,87,2599,23,1615,22,3574,0,0,0,0,0,0,2923,300,11155,709,25,2222,12346,1342,2766,0,0,147,174,419,843,834,2640,1255,6287,909,5168
0000000C2321,전국,내화 요업제품 제조업,283,3059,2618,441,119,452,164,2607,0,0,0,0,236,1396,23,468,24,1195,173,299,50,329,21,284,26,700,7,466,6,981,0,0,0,0,0,0,123,7,2813,115,1,218,2814,65,245,0,0,7,9,15,68,48,261,123,1232,90,1489
0000000C23211,전국,정형 내화 요업제품 제조업,194,1520,1267,253,96,300,98,1220,0,0,0,0,170,886,12,104,12,530,131,223,33,213,12,167,12,317,4,282,2,X,0,0,0,0,0,0,100,7,1357,56,0,143,1342,51,178,0,0,6,8,11,21,37,202,81,700,59,589
0000000C23212,전국,부정형 내화 요업제품 제조업,89,1539,1351,188,23,152,66,1387,0,0,0,0,66,510,11,364,12,665,42,76,17,116,9,117,14,383,3,184,4,663,0,0,0,0,0,0,23,0,1456,59,1,75,1472,14,67,0,0,1,X,4,47,11,59,42,532,31,900
0000000C2322,전국,비내화 일반 도자기 제조업,2953,9257,5962,3295,2607,4212,319,4912,26,132,1,X,2875,6346,38,1383,40,1528,2681,3625,145,886,67,848,37,1089,12,861,11,1948,0,0,0,0,0,0,2651,281,5989,312,24,1753,7100,1200,2157,0,0,136,160,378,655,708,1925,1024,4187,707,2330
0000000C23221,전국,가정용 및 장식용 도자기 제조업,2473,4664,2392,2272,2304,3369,142,1162,26,132,1,X,2433,3955,14,230,26,479,2341,3037,87,515,24,298,18,497,2,X,1,X,0,0,0,0,0,0,2338,267,1796,240,23,1388,3036,1085,1628,0,0,127,146,333,552,601,1007,841,1920,571,1039
0000000C23222,전국,위생용 및 산업용 도자기 제조업,335,4137,3275,862,180,546,155,3591,0,0,0,0,301,2012,23,1141,11,984,214,409,50,320,36,461,15,455,10,704,10,1788,0,0,0,0,0,0,187,5,3886,58,1,284,3697,51,440,0,0,4,8,21,73,75,857,139,2093,96,1106
0000000C23229,전국,기타 일반 도자기 제조업,145,456,295,161,123,297,22,159,0,0,0,0,141,379,1,X,3,65,126,179,8,51,7,89,4,137,0,0,0,0,0,0,0,0,0,0,126,9,307,14,0,81,367,64,89,0,0,5,6,24,30,32,61,44,174,40,185
0000000C2323,전국,건축용 비내화 요업제품 제조업,328,2796,2175,621,147,418,178,2326,3,52,0,0,283,1531,25,662,20,603,214,365,55,342,26,346,24,810,4,288,5,645,0,0,0,0,0,0,149,12,2353,282,0,251,2432,77,364,0,0,4,5,26,120,78,454,108,868,112,1349
0000000C23231,전국,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",164,1140,902,238,82,233,80,873,2,X,0,0,151,863,9,199,4,78,112,204,22,141,11,146,19,649,0,0,0,0,0,0,0,0,0,0,83,8,958,91,0,119,905,45,235,0,0,1,X,14,86,30,181,52,337,67,535
0000000C23232,전국,타일 및 유사 비내화 요업제품 제조업,115,1448,1125,323,42,138,73,1310,0,0,0,0,91,520,12,430,12,498,73,119,19,113,9,122,5,161,4,288,5,645,0,0,0,0,0,0,43,2,1235,168,0,93,1365,22,83,0,0,2,X,9,31,33,225,40,435,31,755
0000000C23239,전국,기타 건축용 비내화 요업제품 제조업,49,208,148,60,23,47,25,143,1,X,0,0,41,148,4,33,4,27,29,42,14,88,6,78,0,0,0,0,0,0,0,0,0,0,0,0,23,2,160,23,0,39,162,10,46,0,0,1,X,3,3,15,48,16,96,14,59
0000000C233,전국,"시멘트, 석회, 플라스터 및 그 제품 제조업",3737,51544,46066,5478,940,3481,2796,48047,1,X,0,0,2972,30624,516,15028,249,5892,1372,2726,720,4879,930,12825,556,16031,120,8162,33,4428,6,2493,0,0,0,0,972,61,41858,1876,6777,3086,45911,651,5633,1,X,46,223,233,1875,715,6759,1427,22521,1315,20163
0000000C2331,전국,"시멘트, 석회 및 플라스터 제조업",254,6645,6237,408,41,260,213,6385,0,0,0,0,154,1482,78,4354,22,809,98,212,48,312,47,658,41,1271,9,621,5,1078,6,2493,0,0,0,0,43,0,6416,156,30,227,6468,27,177,0,0,2,X,11,88,38,449,107,3254,96,2846
0000000C23311,전국,시멘트 제조업,137,4582,4369,213,21,175,116,4407,0,0,0,0,81,740,45,3309,11,533,53,100,21,137,26,365,24,759,4,261,4,910,5,2050,0,0,0,0,21,0,4501,31,29,119,4464,18,118,0,0,1,X,8,70,21,279,61,1969,46,2258
0000000C23312,전국,석회 및 플라스터 제조업,117,2063,1868,195,20,85,97,1978,0,0,0,0,73,742,33,1045,11,276,45,112,27,175,21,293,17,512,5,360,1,X,1,X,0,0,0,0,22,0,1915,125,1,108,2004,9,59,0,0,1,X,3,18,17,170,46,1285,50,588
0000000C2332,전국,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",3483,44899,39829,5070,899,3221,2583,41662,1,X,0,0,2818,29142,438,10674,227,5083,1274,2514,672,4567,883,12167,515,14760,111,7541,28,3350,0,0,0,0,0,0,929,61,35442,1720,6747,2859,39443,624,5456,1,X,44,215,222,1787,677,6310,1320,19267,1219,17317
0000000C23321,전국,비내화 모르타르 제조업,126,1140,1011,129,17,73,109,1067,0,0,0,0,81,486,30,363,15,291,63,136,28,182,15,197,19,565,1,X,0,0,0,0,0,0,0,0,18,0,1056,66,0,113,1095,13,45,0,0,1,X,3,7,22,102,70,767,30,259
0000000C23322,전국,레미콘 제조업,1238,24651,22529,2122,79,311,1159,24340,0,0,0,0,942,15877,209,6479,87,2295,165,281,183,1319,472,6652,322,8988,79,5397,17,2014,0,0,0,0,0,0,79,1,17401,441,6729,1081,22574,157,2077,0,0,8,65,63,989,204,3047,482,10747,481,9803
0000000C23323,전국,플라스터 혼합제품 제조업,65,695,634,61,32,46,33,649,0,0,0,0,54,201,8,435,3,59,46,62,8,48,4,51,2,X,4,333,1,X,0,0,0,0,0,0,32,1,644,18,0,47,669,18,26,0,0,3,4,3,13,13,124,26,253,20,301
0000000C23324,전국,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",1060,7748,6469,1279,454,1601,605,6131,1,X,0,0,911,5434,89,1262,60,1052,534,1085,257,1718,214,2857,44,1174,8,502,3,412,0,0,0,0,0,0,471,49,6667,544,17,844,6075,216,1673,0,0,11,64,78,385,210,1274,354,2520,407,3505
